,parcel_id,beds,baths,square_feet,tax_value,tax_amount,fips,tax_rate,County
69,11433174,1.0,1.0,641.0,113155.0,1502.03,6037.0,0.013274093058194512,Los Angeles
70,10779619,3.0,3.0,2057.0,639607.0,2562.42,6037.0,0.00400624133256828,Los Angeles
71,11917650,4.0,3.0,1502.0,257446.0,3366.73,6037.0,0.013077422061325481,Los Angeles
72,14012730,4.0,1.5,1973.0,80102.0,1148.76,6059.0,0.014341214950937554,Orange
74,14648524,2.0,2.0,1188.0,158950.0,1580.44,6059.0,0.009943000943692985,Orange
75,11830465,3.0,1.0,1308.0,219078.0,3108.41,6037.0,0.014188599494244059,Los Angeles
76,17165634,6.0,2.0,2526.0,94344.0,1082.46,6111.0,0.011473543627575682,Ventura
77,10811539,4.0,4.0,2806.0,708607.0,8760.58,6037.0,0.01236310112657651,Los Angeles
78,12048224,3.0,1.0,1260.0,466127.0,5151.64,6037.0,0.01105200943090617,Los Angeles
79,12693966,2.0,2.0,1333.0,370565.0,4742.48,6037.0,0.012797970666414797,Los Angeles
80,14010551,3.0,1.0,1934.0,382158.0,4781.2,6059.0,0.012511055636673835,Orange
81,12811794,2.0,1.0,959.0,66488.0,1246.35,6037.0,0.018745487907592347,Los Angeles
83,12347492,3.0,2.0,1560.0,465101.0,5826.88,6037.0,0.012528203551486667,Los Angeles
84,10946379,3.0,3.0,1705.0,327580.0,3605.23,6037.0,0.01100564747542585,Los Angeles
85,11923149,1.0,2.0,1269.0,176857.0,2325.47,6037.0,0.013148871687295385,Los Angeles
86,12941764,3.0,2.0,1353.0,246816.0,3378.03,6037.0,0.013686430377285104,Los Angeles
87,10871677,3.0,1.0,1102.0,206623.0,2601.94,6037.0,0.012592692972224777,Los Angeles
88,14656105,1.0,1.0,924.0,212347.0,2576.3,6059.0,0.012132500105958644,Orange
89,12541155,2.0,2.0,842.0,83726.0,1067.98,6037.0,0.012755655351981464,Los Angeles
90,14257065,2.0,1.5,1080.0,137444.0,1929.18,6059.0,0.014036116527458457,Orange
91,17251843,2.0,2.0,879.0,201927.0,2484.44,6111.0,0.01230365429090711,Ventura
92,11499751,5.0,3.0,2259.0,119245.0,1562.52,6037.0,0.013103442492347687,Los Angeles
93,11603473,4.0,3.0,3588.0,142693.0,2007.31,6037.0,0.014067333366037577,Los Angeles
94,14637110,4.0,3.0,2117.0,758345.0,11279.92,6059.0,0.014874390943436035,Orange
95,11958628,3.0,1.0,927.0,46933.0,588.64,6037.0,0.012542134532205484,Los Angeles
96,12118682,4.0,2.0,2121.0,74714.0,1128.2,6037.0,0.015100248949326767,Los Angeles
97,11056104,3.0,3.0,1572.0,404060.0,4934.43,6037.0,0.01221212196208484,Los Angeles
98,11503172,4.0,3.0,3041.0,245311.0,2963.65,6037.0,0.012081194891382775,Los Angeles
99,11993956,3.0,2.0,1692.0,649169.0,8063.11,6037.0,0.0124206639565352,Los Angeles
100,11054736,4.0,2.0,1611.0,89640.0,1144.73,6037.0,0.012770303435966086,Los Angeles
101,11206210,2.0,2.0,1078.0,124006.0,2290.48,6037.0,0.018470719158750384,Los Angeles
102,12563708,3.0,2.0,1476.0,58143.0,881.04,6037.0,0.015152984882101025,Los Angeles
103,17190259,3.0,2.5,1410.0,343272.0,3905.64,6111.0,0.011377683003565685,Ventura
104,13857433,2.0,1.0,1387.0,280967.0,3401.88,6059.0,0.012107756426911346,Orange
105,13839883,3.0,2.0,1426.0,364081.0,4409.28,6059.0,0.012110711627357648,Orange
106,11206381,3.0,3.0,1732.0,174459.0,3028.09,6037.0,0.0173570294453138,Los Angeles
107,12482839,4.0,2.0,1622.0,300777.0,3912.97,6037.0,0.013009538628286072,Los Angeles
108,14054846,3.0,1.5,1122.0,199838.0,2418.9,6059.0,0.012104304486634174,Orange
109,11780498,1.0,2.0,1100.0,841548.0,10473.87,6037.0,0.012445956736870625,Los Angeles
110,14697884,2.0,2.5,1302.0,465000.0,5458.3,6059.0,0.011738279569892474,Orange
111,14648348,2.0,2.0,1152.0,201431.0,2090.28,6059.0,0.010377151481152355,Orange
112,13989370,3.0,1.5,1125.0,84341.0,1195.28,6059.0,0.014171992269477478,Orange
113,11143684,4.0,3.0,1733.0,446709.0,6046.06,6037.0,0.013534672460147435,Los Angeles
114,14482667,4.0,3.5,3137.0,600238.0,6131.32,6059.0,0.010214814790133246,Orange
115,14286211,5.0,2.5,2531.0,122618.0,1694.88,6059.0,0.013822440424733727,Orange
116,12682557,3.0,3.0,1592.0,667918.0,7664.37,6037.0,0.011475016394228033,Los Angeles
117,10924250,3.0,1.0,1448.0,352291.0,4275.09,6037.0,0.012135109894944804,Los Angeles
118,14174538,4.0,2.0,1560.0,311209.0,3729.48,6059.0,0.011983843654907152,Orange
119,10885672,4.0,2.0,1344.0,85677.0,1104.82,6037.0,0.012895176068256357,Los Angeles
120,12484642,3.0,1.0,1122.0,444000.0,5548.73,6037.0,0.012497139639639639,Los Angeles
121,12739947,2.0,2.0,1445.0,529000.0,6692.25,6037.0,0.012650756143667296,Los Angeles
122,14472456,4.0,3.5,3259.0,901542.0,8724.3,6059.0,0.009677086591639657,Orange
124,13844056,3.0,1.0,1335.0,63192.0,1049.18,6059.0,0.016603051019116345,Orange
125,14053136,4.0,2.0,1914.0,414743.0,4729.32,6059.0,0.011403013432414772,Orange
126,14175466,3.0,4.0,3324.0,709615.0,7957.48,6059.0,0.011213799031869393,Orange
127,12846559,4.0,3.0,2610.0,710674.0,8752.83,6037.0,0.012316237824938016,Los Angeles
128,14617693,3.0,2.5,1260.0,311979.0,3493.7,6059.0,0.011198510156132303,Orange
129,14744543,1.0,1.0,755.0,340000.0,3823.9,6059.0,0.011246764705882354,Orange
130,13837417,2.0,1.0,987.0,357144.0,4253.64,6059.0,0.01191015388750756,Orange
132,14280254,2.0,1.0,1114.0,524529.0,6159.04,6059.0,0.011742039048365295,Orange
133,13842033,2.0,1.0,914.0,39917.0,789.28,6059.0,0.01977302903524814,Orange
134,14056849,4.0,3.0,1976.0,468642.0,5369.16,6059.0,0.011456847657700334,Orange
135,14173678,4.0,2.5,2101.0,567655.0,6772.14,6059.0,0.011930027921889175,Orange
136,12614763,3.0,2.0,1641.0,130161.0,1666.61,6037.0,0.012804219389832592,Los Angeles
137,11206504,3.0,3.0,2149.0,211886.0,3441.14,6037.0,0.01624052556563435,Los Angeles
139,10827194,4.0,2.0,1576.0,82375.0,1046.08,6037.0,0.012698998482549316,Los Angeles
140,11173415,2.0,1.0,843.0,177000.0,2624.61,6037.0,0.014828305084745764,Los Angeles
141,14600676,2.0,2.0,1915.0,530519.0,9526.56,6059.0,0.01795705714592691,Orange
142,14601052,3.0,3.0,1832.0,730040.0,11676.48,6059.0,0.015994301682099612,Orange
143,12599517,2.0,3.0,1190.0,476000.0,5499.77,6037.0,0.011554138655462187,Los Angeles
144,11289836,4.0,2.0,1700.0,194600.0,3099.72,6037.0,0.015928674203494347,Los Angeles
145,11288389,4.0,2.0,1591.0,87378.0,1964.11,6037.0,0.022478312618736982,Los Angeles
146,11166665,3.0,2.0,1530.0,465989.0,6345.94,6037.0,0.013618218455800458,Los Angeles
147,13935796,4.0,2.5,2019.0,75126.0,1106.88,6059.0,0.014733647472246628,Orange
148,10957128,3.0,2.0,1205.0,443008.0,4865.23,6037.0,0.010982262171337763,Los Angeles
149,11287385,4.0,2.0,1370.0,121927.0,2231.08,6037.0,0.018298490080129914,Los Angeles
151,11612893,2.0,2.0,1487.0,780000.0,9412.54,6037.0,0.012067358974358976,Los Angeles
152,14100525,2.0,1.5,1142.0,192248.0,2341.24,6059.0,0.01217822812200907,Orange
153,14598439,3.0,2.5,1401.0,360000.0,4541.08,6059.0,0.01261411111111111,Orange
154,12792562,3.0,2.0,1692.0,240173.0,3042.5,6037.0,0.012667951851373802,Los Angeles
155,14606311,2.0,1.5,1190.0,357000.0,3772.9,6059.0,0.010568347338935575,Orange
156,14606311,2.0,1.5,1190.0,357000.0,3772.9,6059.0,0.010568347338935575,Orange
157,12594775,2.0,2.0,969.0,286000.0,3648.21,6037.0,0.012755979020979021,Los Angeles
158,14224435,4.0,2.0,1909.0,551273.0,6043.06,6059.0,0.010962009748346102,Orange
160,13909504,3.0,3.0,2323.0,426415.0,5043.06,6059.0,0.011826647749258352,Orange
161,14684156,1.0,1.0,681.0,215327.0,2312.08,6059.0,0.010737529431980197,Orange
162,12462465,2.0,2.0,1766.0,203113.0,2486.26,6037.0,0.012240772377937406,Los Angeles
163,12265744,3.0,1.0,1493.0,304000.0,5363.37,6037.0,0.01764266447368421,Los Angeles
164,14675920,2.0,2.0,1257.0,89358.0,863.38,6059.0,0.009662033617583204,Orange
165,14185262,4.0,2.0,1767.0,554788.0,6299.18,6059.0,0.011354210977887049,Orange
166,11033823,3.0,1.0,1014.0,329298.0,4132.95,6037.0,0.012550789862070222,Los Angeles
167,12460690,2.0,2.0,998.0,279000.0,3417.41,6037.0,0.012248781362007168,Los Angeles
168,12460440,2.0,1.0,1268.0,309098.0,3762.96,6037.0,0.012174003066988463,Los Angeles
169,12752649,3.0,3.0,2020.0,120877.0,1801.99,6037.0,0.014907633379385657,Los Angeles
170,14217005,3.0,2.5,1398.0,501586.0,5128.66,6059.0,0.010224886659516015,Orange
171,13973341,3.0,1.5,1463.0,47572.0,874.76,6059.0,0.0183881274699403,Orange
172,12400532,3.0,1.0,1135.0,405844.0,4956.25,6037.0,0.0122122046894866,Los Angeles
173,12779665,3.0,3.0,1912.0,613000.0,7620.79,6037.0,0.012431957585644372,Los Angeles
174,11553985,2.0,2.0,1581.0,526237.0,6513.41,6037.0,0.012377331886583421,Los Angeles
175,14662312,3.0,2.5,1868.0,689693.0,10926.54,6059.0,0.01584261403262031,Orange
176,11016174,4.0,2.0,1545.0,529000.0,6454.32,6037.0,0.012200982986767485,Los Angeles
177,12767272,3.0,2.0,1612.0,240155.0,3904.88,6037.0,0.01625983219170952,Los Angeles
178,10816453,3.0,3.0,2388.0,925806.0,11212.58,6037.0,0.012111155036800367,Los Angeles
179,14608048,2.0,2.5,1101.0,322471.0,3701.48,6059.0,0.011478489538594169,Orange
180,14610291,3.0,3.5,1619.0,353326.0,4229.52,6059.0,0.011970588068808977,Orange
181,12250438,2.0,2.0,973.0,154349.0,1927.53,6037.0,0.012488127555086201,Los Angeles
182,13955211,4.0,2.0,1975.0,273372.0,3669.92,6059.0,0.01342463749030625,Orange
183,11281518,2.0,2.0,1317.0,86578.0,1814.04,6037.0,0.020952666959273718,Los Angeles
184,13963357,4.0,3.5,2802.0,1074416.0,14637.34,6059.0,0.013623531295140802,Orange
185,14195073,4.0,3.0,3099.0,921394.0,10782.16,6059.0,0.011702008044332825,Orange
186,12760933,3.0,2.0,1436.0,386000.0,4926.37,6037.0,0.01276261658031088,Los Angeles
187,12760263,2.0,1.0,927.0,61223.0,1053.05,6037.0,0.01720023520572334,Los Angeles
188,11280307,3.0,2.0,1094.0,101143.0,1975.25,6037.0,0.019529280325875246,Los Angeles
189,11635026,2.0,2.0,1558.0,368808.0,4610.33,6037.0,0.012500623630723845,Los Angeles
190,17110420,3.0,1.5,1238.0,162481.0,1777.18,6111.0,0.010937771185554003,Ventura
191,12768887,2.0,1.0,796.0,250798.0,3397.37,6037.0,0.013546240400641153,Los Angeles
192,11298368,3.0,2.0,1502.0,105149.0,2037.28,6037.0,0.01937517237444008,Los Angeles
193,14659799,2.0,2.0,1321.0,248126.0,5164.04,6059.0,0.020812168011413557,Orange
194,13951150,3.0,2.0,1427.0,304588.0,3878.36,6059.0,0.012733134594928232,Orange
195,11561051,2.0,2.0,1160.0,664988.0,7941.79,6037.0,0.011942756861777957,Los Angeles
196,14603366,2.0,2.0,1038.0,444171.0,5017.82,6059.0,0.011297045507248334,Orange
197,11285800,4.0,2.0,1352.0,44559.0,1320.52,6037.0,0.02963531497565026,Los Angeles
198,13941306,2.0,1.0,952.0,792910.0,10122.52,6059.0,0.012766291256258592,Orange
199,12268626,3.0,1.0,1236.0,258887.0,3524.58,6037.0,0.013614356842946922,Los Angeles
200,11278514,4.0,2.0,1754.0,183000.0,2883.66,6037.0,0.015757704918032786,Los Angeles
201,11792481,2.0,1.0,981.0,430000.0,5186.7,6037.0,0.012062093023255813,Los Angeles
202,12756670,2.0,1.0,832.0,144102.0,2039.16,6037.0,0.014150809843027856,Los Angeles
203,17059646,3.0,1.5,1396.0,565000.0,6760.46,6111.0,0.01196541592920354,Ventura
204,11201145,3.0,1.0,983.0,43506.0,1407.67,6037.0,0.03235576702064083,Los Angeles
205,11201591,3.0,2.0,1560.0,114760.0,2263.58,6037.0,0.01972446845590798,Los Angeles
206,13950810,4.0,2.0,1527.0,61042.0,1193.1,6059.0,0.019545558795583368,Orange
207,11013055,3.0,2.0,1703.0,302612.0,3847.18,6037.0,0.01271324336113571,Los Angeles
208,14610441,2.0,2.5,2018.0,519967.0,6105.7,6059.0,0.011742475964820843,Orange
209,17225610,3.0,2.5,1833.0,501000.0,5614.88,6111.0,0.011207345309381238,Ventura
210,14066648,4.0,3.5,2637.0,933713.0,10429.92,6059.0,0.011170370338637247,Orange
211,12592021,3.0,2.0,1321.0,460811.0,5789.85,6037.0,0.012564478712530735,Los Angeles
212,11202454,4.0,2.0,2048.0,213244.0,3183.54,6037.0,0.014929095308660502,Los Angeles
213,12671727,3.0,2.0,1399.0,456861.0,5226.35,6037.0,0.011439693911277173,Los Angeles
214,10969383,3.0,2.0,864.0,260056.0,3303.91,6037.0,0.012704609776355862,Los Angeles
215,12213784,2.0,1.0,992.0,20865.0,769.33,6037.0,0.03687179487179487,Los Angeles
216,14252582,3.0,2.5,904.0,162456.0,2079.52,6059.0,0.012800512138671394,Orange
217,11312166,3.0,2.0,1569.0,125729.0,2317.52,6037.0,0.018432660722665414,Los Angeles
218,13867661,4.0,2.0,2044.0,81779.0,1156.38,6059.0,0.014140304968268139,Orange
219,14650876,4.0,2.5,1754.0,107653.0,1399.7,6059.0,0.013001960001114693,Orange
221,12023868,3.0,2.0,1950.0,1218072.0,14800.5,6037.0,0.012150759561011172,Los Angeles
222,17294157,4.0,3.0,2846.0,269273.0,3630.68,6111.0,0.013483267910262076,Ventura
223,11607620,2.0,3.0,1382.0,424285.0,5426.46,6037.0,0.012789657895046961,Los Angeles
224,12473881,3.0,2.0,1214.0,473134.0,5888.55,6037.0,0.012445839867775303,Los Angeles
225,12252417,3.0,1.0,1083.0,55040.0,932.45,6037.0,0.016941315406976746,Los Angeles
226,10750812,4.0,3.0,2215.0,529990.0,6365.65,6037.0,0.012010886997867884,Los Angeles
227,14690898,1.0,1.0,675.0,237000.0,2986.2,6059.0,0.0126,Orange
228,11646053,2.0,3.0,1556.0,682937.0,8168.11,6037.0,0.011960268663141696,Los Angeles
229,14650154,2.0,2.0,1007.0,267146.0,3213.82,6059.0,0.012030200714216196,Orange
230,11213714,3.0,2.0,1202.0,179483.0,3339.17,6037.0,0.01860438035914265,Los Angeles
231,17290244,4.0,2.5,2542.0,1090401.0,11660.16,6111.0,0.010693460479218196,Ventura
232,12836830,3.0,2.0,1464.0,246454.0,3174.63,6037.0,0.012881227328426401,Los Angeles
233,12480709,2.0,1.0,848.0,67166.0,1073.92,6037.0,0.015989042074859305,Los Angeles
234,12179610,4.0,3.0,2800.0,191531.0,2317.69,6037.0,0.012100860957234076,Los Angeles
235,11860038,5.0,3.0,2266.0,690000.0,8562.89,6037.0,0.012409985507246375,Los Angeles
236,17290862,3.0,2.5,1949.0,296033.0,3266.2,6111.0,0.011033229403478666,Ventura
237,11270112,3.0,2.0,2020.0,222638.0,3433.82,6037.0,0.015423332944061662,Los Angeles
238,14486421,5.0,2.5,2882.0,395169.0,3946.7,6059.0,0.009987372491263231,Orange
239,11790968,1.0,1.0,1990.0,327118.0,4066.6,6037.0,0.012431599606258292,Los Angeles
240,12741391,3.0,2.0,1573.0,286985.0,3843.2,6037.0,0.01339164067808422,Los Angeles
241,11315088,3.0,2.0,1223.0,158313.0,2701.1,6037.0,0.017061770037836436,Los Angeles
242,11903394,2.0,3.0,1220.0,239253.0,2946.75,6037.0,0.01231645998169302,Los Angeles
243,10752668,2.0,2.0,1054.0,168986.0,2871.9,6037.0,0.016994898985714792,Los Angeles
245,12082610,2.0,1.0,1104.0,44435.0,510.56,6037.0,0.011490041633847193,Los Angeles
246,10818262,3.0,3.0,2240.0,670065.0,8868.14,6037.0,0.013234745882862109,Los Angeles
247,11566163,2.0,2.0,1670.0,797000.0,9536.04,6037.0,0.011964918444165622,Los Angeles
248,12273512,2.0,1.0,699.0,176038.0,2533.45,6037.0,0.014391495018121087,Los Angeles
249,14241975,4.0,2.0,1698.0,296484.0,3337.5,6059.0,0.011256931234063221,Orange
250,17187503,3.0,2.0,2170.0,257517.0,2846.28,6111.0,0.011052784864688546,Ventura
251,12811897,1.0,1.0,490.0,124890.0,1722.75,6037.0,0.01379413884218112,Los Angeles
252,17129832,6.0,3.0,2901.0,425115.0,4842.42,6111.0,0.011390847182527081,Ventura
253,12747257,2.0,1.0,1008.0,407000.0,5246.44,6037.0,0.01289051597051597,Los Angeles
254,17161340,6.0,2.0,2333.0,350917.0,4185.86,6111.0,0.011928347728950149,Ventura
255,14503257,3.0,2.0,1120.0,504579.0,5217.8,6059.0,0.010340898055606753,Orange
256,11276186,4.0,3.0,1914.0,166190.0,2772.24,6037.0,0.016681148083518862,Los Angeles
257,10808702,3.0,1.0,1299.0,543654.0,6679.8,6037.0,0.012286858921299208,Los Angeles
258,13903594,4.0,3.0,2758.0,659912.0,8972.64,6059.0,0.013596721987174046,Orange
259,13977892,4.0,3.0,1972.0,629875.0,7123.64,6059.0,0.011309609049414566,Orange
260,10845088,3.0,3.0,1510.0,502548.0,6113.67,6037.0,0.012165345399842403,Los Angeles
261,13905056,3.0,2.0,1112.0,55304.0,877.82,6059.0,0.01587263127441053,Orange
262,14227765,4.0,2.5,1704.0,280520.0,3172.52,6059.0,0.011309425352916014,Orange
263,12464212,2.0,1.0,1680.0,856000.0,10119.9,6037.0,0.011822313084112149,Los Angeles
264,17051583,4.0,2.0,2151.0,1234000.0,13636.8,6111.0,0.011050891410048622,Ventura
266,17218631,3.0,1.5,1152.0,365000.0,3901.18,6111.0,0.010688164383561644,Ventura
267,14614693,1.0,1.0,780.0,228601.0,2370.22,6059.0,0.010368371091989972,Orange
268,11898548,2.0,2.0,1070.0,473237.0,5478.96,6037.0,0.011577623896694467,Los Angeles
269,12471532,3.0,1.0,1180.0,508000.0,6211.15,6037.0,0.012226673228346457,Los Angeles
270,11642948,1.0,1.0,728.0,427370.0,5163.38,6037.0,0.012081755855581815,Los Angeles
271,14686987,2.0,2.0,989.0,429235.0,7356.06,6059.0,0.017137605274499982,Orange
273,17071003,3.0,2.0,1800.0,707681.0,7398.92,6111.0,0.010455162707491087,Ventura
274,13981009,5.0,3.0,2897.0,234513.0,2735.12,6059.0,0.011662978171785786,Orange
275,12817483,4.0,2.0,1898.0,501583.0,5874.19,6037.0,0.011711302017811608,Los Angeles
276,12745547,3.0,1.0,883.0,116280.0,1871.05,6037.0,0.016090901272789816,Los Angeles
277,11867912,2.0,1.0,1200.0,85317.0,1283.89,6037.0,0.015048466308004268,Los Angeles
278,14237264,3.0,1.0,1201.0,56144.0,853.6,6059.0,0.015203761755485894,Orange
279,11966821,2.0,1.0,800.0,480000.0,5836.52,6037.0,0.012159416666666667,Los Angeles
280,12190349,2.0,1.0,990.0,132080.0,1706.86,6037.0,0.012922925499697152,Los Angeles
281,12273036,2.0,1.0,913.0,30223.0,878.45,6037.0,0.02906561228203686,Los Angeles
282,12073668,2.0,2.0,1501.0,275717.0,3009.4,6037.0,0.010914814828247806,Los Angeles
283,11039885,3.0,2.0,1229.0,390912.0,4801.85,6037.0,0.012283710911918795,Los Angeles
284,14501072,3.0,2.5,2461.0,753315.0,7367.22,6059.0,0.009779733577587066,Orange
285,11338161,4.0,4.0,3413.0,390000.0,4871.99,6037.0,0.01249228205128205,Los Angeles
286,17083283,3.0,2.5,2568.0,742000.0,7801.04,6111.0,0.010513530997304583,Ventura
287,12936527,3.0,3.0,1810.0,550000.0,6759.28,6037.0,0.0122896,Los Angeles
288,14089501,4.0,2.0,2020.0,296740.0,3761.44,6059.0,0.012675877872885355,Orange
289,14451614,2.0,1.0,1303.0,433607.0,5185.28,6059.0,0.01195847853009753,Orange
290,12380487,2.0,2.0,1386.0,57936.0,1288.57,6037.0,0.02224126622479978,Los Angeles
292,11263345,3.0,2.0,1407.0,51307.0,1240.09,6037.0,0.024169996296801603,Los Angeles
293,13000325,3.0,3.0,1817.0,438372.0,6426.23,6037.0,0.014659307620012225,Los Angeles
294,12124453,4.0,1.0,1170.0,40423.0,790.24,6037.0,0.019549266506691736,Los Angeles
295,17172225,3.0,1.0,999.0,816420.0,9203.32,6111.0,0.011272776267117415,Ventura
297,12896685,3.0,2.0,1511.0,424568.0,5064.2,6037.0,0.011927889054285767,Los Angeles
300,11185483,7.0,3.0,3130.0,326341.0,5021.35,6037.0,0.015386819308637285,Los Angeles
301,17193599,3.0,4.0,3735.0,974032.0,10689.72,6111.0,0.010974711303119404,Ventura
